Zaman damgası,Pozisyon,Seviye,Deneyim,Teknoloji,Lokasyon (Firma),Çalışma Şekli,Şirket Çalışan Sayısı,Maaş Cinsi,Maaş / Aylık (NET)
23.01.2023 11:41:47,Frontend Developer,Senior,7-9 Yıl,"Angular, Javascript, Java / Spring",Türkiye,Hybrid,1000-2000,Türk Lirası,26.000 - 30.000 TL
22.01.2023 23:09:27,Fullstack Developer,Senior,7-9 Yıl,"React / NextJS, Javascript, C# / .NET Framework",Türkiye,Hybrid,1000-2000,Türk Lirası,51.000 - 55.000 TL
22.01.2023 21:59:39,Fullstack Developer,Senior,7-9 Yıl,"React / NextJS, C# / .NET Framework",Türkiye,Remote,1000-2000,Türk Lirası,21.000 - 25.000 TL
23.01.2023 18:43:34,Fullstack Developer,Senior,7-9 Yıl,"React / NextJS, Javascript, C# / .NET Framework",Türkiye,Remote,1000-2000,Türk Lirası,26.000 - 30.000 TL
23.01.2023 09:23:51,Backend Developer,Mid,7-9 Yıl,"Java / Spring, Kotlin",Türkiye,Remote,1000-2000,Türk Lirası,36.000 - 40.000 TL
22.01.2023 22:35:19,Fullstack Developer,Senior,7-9 Yıl,"React / NextJS, Javascript, C# / .NET Framework",Türkiye,Remote,1000-2000,Türk Lirası,41.000 - 45.000 TL
22.01.2023 22:29:27,Backend Developer,Senior,7-9 Yıl,"Java / Spring, Kotlin",Türkiye,Remote,1000-2000,Türk Lirası,61.000 - 65.000 TL
22.01.2023 21:57:26,Fullstack Developer,Senior,7-9 Yıl,"Javascript, C# / .NET Framework, PHP / Laravel, Swift, Flutter",Türkiye,Yerinde / Ofiste,1000-2000,Türk Lirası,21.000 - 25.000 TL
22.01.2023 23:55:21,Fullstack Developer,Mid,7-9 Yıl,"React / NextJS, Java / Spring",Türkiye,Yerinde / Ofiste,1000-2000,Türk Lirası,41.000 - 45.000 TL
22.01.2023 19:40:23,Frontend Developer,Mid,4-6 Yıl,Angular,Türkiye,Hybrid,1000-2000,Türk Lirası,11.000 - 15.000 TL
22.01.2023 21:15:24,Mobile Developer,Mid,4-6 Yıl,Flutter,Türkiye,Hybrid,1000-2000,Türk Lirası,16.000 - 20.000 TL
22.01.2023 22:29:15,Siber Güvenlik,Mid,4-6 Yıl,Python,Türkiye,Hybrid,1000-2000,Türk Lirası,16.000 - 20.000 TL
22.01.2023 21:51:22,SR.QA,Senior,4-6 Yıl,Selenium,Türkiye,Hybrid,1000-2000,Türk Lirası,21.000 - 25.000 TL
22.01.2023 23:23:20,Backend Developer,Mid,4-6 Yıl,"Vue, C# / .NET Framework",Türkiye,Hybrid,1000-2000,Türk Lirası,26.000 - 30.000 TL
22.01.2023 18:52:55,Mobile Developer,Mid,4-6 Yıl,Flutter,Türkiye,Hybrid,1000-2000,Türk Lirası,31.000 - 35.000 TL
23.01.2023 00:19:46,Backend Developer,Senior,4-6 Yıl,"Java / Spring, C# / .NET Framework",Türkiye,Hybrid,1000-2000,Türk Lirası,31.000 - 35.000 TL
22.01.2023 23:13:54,Mobile Developer,Senior,4-6 Yıl,"Java / Spring, Swift, Kotlin",Türkiye,Hybrid,1000-2000,Türk Lirası,41.000 - 45.000 TL
22.01.2023 23:12:14,Backend Developer,Senior,4-6 Yıl,"Java / Spring, Kotlin",Türkiye,Hybrid,1000-2000,Türk Lirası,51.000 - 55.000 TL
23.01.2023 00:18:34,Embedded Software Developer,Mid,4-6 Yıl,C / C++,Türkiye,Hybrid,1000-2000,Türk Lirası,51.000 - 55.000 TL
22.01.2023 21:03:57,Fullstack Developer,Senior,4-6 Yıl,"React / NextJS, Javascript, C# / .NET Framework",Türkiye,Remote,1000-2000,Türk Lirası,21.000 - 25.000 TL
22.01.2023 19:03:21,Fullstack Developer,Mid,4-6 Yıl,"React / NextJS, C# / .NET Framework",Türkiye,Remote,1000-2000,Türk Lirası,26.000 - 30.000 TL
22.01.2023 22:13:36,Backend Developer,Mid,4-6 Yıl,Java / Spring,Türkiye,Remote,1000-2000,Türk Lirası,26.000 - 30.000 TL
23.01.2023 02:11:19,Fullstack Developer,Mid,4-6 Yıl,"Javascript, PHP / Laravel",Türkiye,Remote,1000-2000,Türk Lirası,26.000 - 30.000 TL
23.01.2023 10:38:14,Fullstack Developer,Mid,4-6 Yıl,"Vue, NodeJS, Javascript, PHP / Laravel",Türkiye,Remote,1000-2000,Türk Lirası,36.000 - 40.000 TL
22.01.2023 18:56:14,Yönetici / Müdür,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Hybrid,1000-2000,Türk Lirası,26.000 - 30.000 TL
22.01.2023 19:40:20,Fullstack Developer,Senior,10+ Yıl,"Vue, NodeJS, Javascript, C# / .NET Framework",Türkiye,Hybrid,1000-2000,Türk Lirası,26.000 - 30.000 TL
23.01.2023 11:03:21,Backend Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Hybrid,1000-2000,Türk Lirası,46.000 - 50.000 TL
24.01.2023 01:12:44,Yönetici / Müdür,Senior,10+ Yıl,"React / NextJS, NodeJS, Javascript, PHP / Laravel, Ruby",Türkiye,Hybrid,1000-2000,Türk Lirası,81.000 - 90.000 TL
23.01.2023 09:17:01,Architect / Mimar,Tanımsız,10+ Yıl,C# / .NET Framework,Türkiye,Remote,1000-2000,Türk Lirası,56.000 - 60.000 TL
23.01.2023 08:07:02,Architect / Mimar,Senior,10+ Yıl,"React / NextJS, Javascript, C# / .NET Framework",Türkiye,Remote,1000-2000,Türk Lirası,61.000 - 65.000 TL
22.01.2023 19:40:08,Frontend Developer,Senior,10+ Yıl,"React / NextJS, Angular, NodeJS, Javascript",Türkiye,Remote,1000-2000,Türk Lirası,66.000 - 70.000 TL
22.01.2023 20:45:04,Dr. Öğr. Üyesi ,Senior,10+ Yıl,"Java / Spring, C# / .NET Framework, PHP / Laravel, C / C++, Makine öğrenmesi, python ",Türkiye,Yerinde / Ofiste,1000-2000,Türk Lirası,16.000 - 20.000 TL
24.01.2023 11:25:20,Frontend Developer,Senior,10+ Yıl,"Vue, NodeJS, Javascript, PHP / Laravel",Türkiye,Yerinde / Ofiste,1000-2000,Türk Lirası,21.000 - 25.000 TL
22.01.2023 19:14:31,Analist,Junior,1-3 Yıl,SQL,Türkiye,Hybrid,1000-2000,Türk Lirası,11.000 - 15.000 TL
22.01.2023 22:06:15,Backend Developer,Junior,1-3 Yıl,Java / Spring,Türkiye,Hybrid,1000-2000,Türk Lirası,11.000 - 15.000 TL
22.01.2023 23:19:24,UI/UX Designer,Junior,1-3 Yıl,Typescript,Türkiye,Hybrid,1000-2000,Türk Lirası,11.000 - 15.000 TL
22.01.2023 23:04:17,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Hybrid,1000-2000,Türk Lirası,16.000 - 20.000 TL
23.01.2023 10:02:36,Analist,Mid,1-3 Yıl,Figma,Türkiye,Hybrid,1000-2000,Türk Lirası,16.000 - 20.000 TL
23.01.2023 01:37:22,Analist,Junior,1-3 Yıl,Diğer,Türkiye,Hybrid,1000-2000,Türk Lirası,26.000 - 30.000 TL
22.01.2023 19:02:48,Fullstack Developer,Junior,1-3 Yıl,"C# / .NET Framework, Flutter",Türkiye,Hybrid,1000-2000,Türk Lirası,5000 - 10.000 TL
22.01.2023 20:47:54,Frontend Developer,Junior,1-3 Yıl,React / NextJS,Türkiye,Hybrid,1000-2000,Türk Lirası,5000 - 10.000 TL
22.01.2023 22:14:30,Data Scientist ,Junior,1-3 Yıl,Python ,Türkiye,Remote,1000-2000,Türk Lirası,11.000 - 15.000 TL
23.01.2023 08:51:23,qa,Junior,1-3 Yıl,yok,Türkiye,Remote,1000-2000,Türk Lirası,11.000 - 15.000 TL
23.01.2023 10:44:47,Analist,Junior,1-3 Yıl,"C# / .NET Framework, SQL",Türkiye,Remote,1000-2000,Türk Lirası,11.000 - 15.000 TL
22.01.2023 20:28:09,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Remote,1000-2000,Türk Lirası,16.000 - 20.000 TL
22.01.2023 20:50:28,Fullstack Developer,Junior,1-3 Yıl,"Vue, C# / .NET Framework",Türkiye,Remote,1000-2000,Türk Lirası,16.000 - 20.000 TL
22.01.2023 21:31:36,Fullstack Developer,Junior,1-3 Yıl,"Javascript, PHP / Laravel",Türkiye,Remote,1000-2000,Türk Lirası,16.000 - 20.000 TL
22.01.2023 20:30:24,Test mühendisi,Mid,1-3 Yıl,Python,Türkiye,Remote,1000-2000,Türk Lirası,21.000 - 25.000 TL
23.01.2023 12:37:28,Fullstack Developer,Junior,1-3 Yıl,"React / NextJS, Javascript, C# / .NET Framework",Türkiye,Remote,1000-2000,Türk Lirası,21.000 - 25.000 TL
22.01.2023 18:57:21,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Remote,1000-2000,Türk Lirası,26.000 - 30.000 TL
22.01.2023 19:26:13,Backend Developer,Mid,1-3 Yıl,"Java / Spring, C# / .NET Framework",Türkiye,Remote,1000-2000,Türk Lirası,26.000 - 30.000 TL
23.01.2023 00:17:44,Mobile Developer,Mid,1-3 Yıl,"Java / Spring, Kotlin",Türkiye,Remote,1000-2000,Türk Lirası,26.000 - 30.000 TL
23.01.2023 01:31:57,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Remote,1000-2000,Türk Lirası,26.000 - 30.000 TL
23.01.2023 17:11:22,Backend Developer,Senior,1-3 Yıl,C# / .NET Framework,Türkiye,Remote,1000-2000,Türk Lirası,31.000 - 35.000 TL
22.01.2023 23:08:51,Fullstack Developer,Junior,1-3 Yıl,"React / NextJS, Javascript, Java / Spring, Kotlin",Türkiye,Remote,1000-2000,Türk Lirası,46.000 - 50.000 TL
23.01.2023 00:39:59,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Vue, Javascript, Ruby",Türkiye,Remote,1000-2000,Türk Lirası,46.000 - 50.000 TL
22.01.2023 23:05:14,Tester,Mid,1-3 Yıl,Java / Spring,Türkiye,Remote,1000-2000,Türk Lirası,5000 - 10.000 TL
23.01.2023 10:18:54,Data Analyst,Mid,1-3 Yıl,Python,Türkiye,Remote,1000-2000,Türk Lirası,81.000 - 90.000 TL
23.01.2023 18:20:12,Project Manager,Junior,1-3 Yıl,Figma,Türkiye,Yerinde / Ofiste,1000-2000,Türk Lirası,11.000 - 15.000 TL
22.01.2023 23:10:24,DevOps Engineer,Mid,1-3 Yıl,Kubernetes,Türkiye,Yerinde / Ofiste,1000-2000,Türk Lirası,26.000 - 30.000 TL
23.01.2023 11:34:35,PO,Mid,1-3 Yıl,PM,Türkiye,Yerinde / Ofiste,1000-2000,Türk Lirası,31.000 - 35.000 TL
22.01.2023 20:43:25,Analist,Junior,0-1 Yıl,SQL ,Türkiye,Hybrid,1000-2000,Türk Lirası,11.000 - 15.000 TL
22.01.2023 23:08:29,Mobile Developer,Junior,0-1 Yıl,Swift,Türkiye,Hybrid,1000-2000,Türk Lirası,11.000 - 15.000 TL
23.01.2023 14:32:02,DevOps Engineer,Junior,0-1 Yıl,"Java / Spring, Python ",Türkiye,Hybrid,1000-2000,Türk Lirası,16.000 - 20.000 TL
22.01.2023 20:25:37,Fullstack Developer,Junior,0-1 Yıl,"React / NextJS, C# / .NET Framework",Türkiye,Hybrid,1000-2000,Türk Lirası,21.000 - 25.000 TL
22.01.2023 22:57:43,Backend Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Hybrid,1000-2000,Türk Lirası,26.000 - 30.000 TL
22.01.2023 21:30:22,Software QA Engineer,Junior,0-1 Yıl,"Java / Spring, C# / .NET Framework",Türkiye,Hybrid,1000-2000,Türk Lirası,5000 - 10.000 TL
23.01.2023 02:24:50,Data Analyst,Junior,0-1 Yıl,"Sql, excel, power bi",Türkiye,Hybrid,1000-2000,Türk Lirası,5000 - 10.000 TL
24.01.2023 17:05:48,Backend Developer,Junior,0-1 Yıl,Java / Spring,Türkiye,Hybrid,1000-2000,Türk Lirası,5000 - 10.000 TL
23.01.2023 00:54:26,Frontend Developer,Junior,0-1 Yıl,Javascript,Türkiye,Remote,1000-2000,Türk Lirası,11.000 - 15.000 TL
23.01.2023 14:32:00,Mobile Developer,Junior,0-1 Yıl,Swift,Türkiye,Remote,1000-2000,Türk Lirası,16.000 - 20.000 TL
22.01.2023 23:53:08,Fullstack Developer,Senior,7-9 Yıl,"Angular, Vue, NodeJS, Javascript, C# / .NET Framework",Türkiye,Hybrid,2000+,Türk Lirası,21.000 - 25.000 TL
23.01.2023 07:42:08,Frontend Developer,Senior,7-9 Yıl,Java / Spring,Türkiye,Hybrid,2000+,Türk Lirası,46.000 - 50.000 TL
22.01.2023 21:01:20,Backend Developer,Senior,7-9 Yıl,Java / Spring,Türkiye,Hybrid,2000+,Türk Lirası,56.000 - 60.000 TL
23.01.2023 23:45:42,Analist,Mid,7-9 Yıl,Linux/shell,Türkiye,Hybrid,2000+,Türk Lirası,56.000 - 60.000 TL
23.01.2023 00:51:42,Backend Developer,Senior,7-9 Yıl,"Java / Spring, Python",Türkiye,Hybrid,2000+,Türk Lirası,61.000 - 65.000 TL
23.01.2023 00:40:46,Fullstack Developer,Mid,7-9 Yıl,"Vue, C# / .NET Framework, GO",Türkiye,Remote,2000+,Türk Lirası,16.000 - 20.000 TL
22.01.2023 21:06:15,Frontend Developer,Senior,7-9 Yıl,"React / NextJS, Angular, Javascript",Türkiye,Remote,2000+,Türk Lirası,26.000 - 30.000 TL
22.01.2023 21:50:24,Architect / Mimar,Senior,7-9 Yıl,C# / .NET Framework,Türkiye,Remote,2000+,Türk Lirası,31.000 - 35.000 TL
22.01.2023 23:39:35,Fullstack Developer,Senior,7-9 Yıl,"React / NextJS, C# / .NET Framework",Türkiye,Remote,2000+,Türk Lirası,41.000 - 45.000 TL
23.01.2023 00:42:15,Backend Developer,Senior,7-9 Yıl,C# / .NET Framework,Türkiye,Remote,2000+,Türk Lirası,41.000 - 45.000 TL
23.01.2023 11:02:22,DevOps Engineer,Senior,7-9 Yıl,Angular,Türkiye,Remote,2000+,Türk Lirası,46.000 - 50.000 TL
23.01.2023 00:32:49,Mobile Developer,Senior,7-9 Yıl,"Java / Spring, Kotlin",Türkiye,Remote,2000+,Türk Lirası,51.000 - 55.000 TL
22.01.2023 21:53:04,Fullstack Developer,Senior,7-9 Yıl,"React / NextJS, Javascript, Java / Spring",Türkiye,Remote,2000+,Türk Lirası,61.000 - 65.000 TL
22.01.2023 19:22:49,Backend Developer,Senior,7-9 Yıl,"Java / Spring, C# / .NET Framework, Flutter",Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,21.000 - 25.000 TL
22.01.2023 22:03:57,Analist,Senior,4-6 Yıl,Tableau,Türkiye,Hybrid,2000+,Türk Lirası,16.000 - 20.000 TL
22.01.2023 20:00:26,Backend Developer,Mid,4-6 Yıl,C# / .NET Framework,Türkiye,Hybrid,2000+,Türk Lirası,21.000 - 25.000 TL
22.01.2023 20:37:11,Fullstack Developer,Mid,4-6 Yıl,"React / NextJS, Angular, Javascript, Java / Spring",Türkiye,Hybrid,2000+,25000,21.000 - 25.000 TL
22.01.2023 22:39:12,Backend Developer,Senior,4-6 Yıl,Java / Spring,Türkiye,Hybrid,2000+,Türk Lirası,26.000 - 30.000 TL
22.01.2023 23:17:16,Backend Developer,Mid,4-6 Yıl,"Javascript, Java / Spring",Türkiye,Hybrid,2000+,Türk Lirası,26.000 - 30.000 TL
23.01.2023 00:11:23,Backend Developer,Senior,4-6 Yıl,Java / Spring,Türkiye,Hybrid,2000+,Türk Lirası,26.000 - 30.000 TL
22.01.2023 19:31:15,Backend Developer,Mid,4-6 Yıl,"React / NextJS, Javascript, C# / .NET Framework",Türkiye,Hybrid,2000+,Türk Lirası,31.000 - 35.000 TL
22.01.2023 22:06:08,Data Scientist,Senior,4-6 Yıl,Python,Türkiye,Hybrid,2000+,Türk Lirası,31.000 - 35.000 TL
22.01.2023 23:43:25,Fullstack Developer,Mid,4-6 Yıl,"React / NextJS, Angular, C# / .NET Framework",Türkiye,Hybrid,2000+,Türk Lirası,31.000 - 35.000 TL
23.01.2023 01:25:55,Fullstack Developer,Senior,4-6 Yıl,"React / NextJS, Java / Spring, C# / .NET Framework",Türkiye,Hybrid,2000+,Türk Lirası,31.000 - 35.000 TL
22.01.2023 21:57:37,Fullstack Developer,Senior,4-6 Yıl,C# / .NET Framework,Türkiye,Hybrid,2000+,Türk Lirası,36.000 - 40.000 TL
23.01.2023 07:55:25,Backend Developer,Senior,4-6 Yıl,"Javascript, C# / .NET Framework",Türkiye,Hybrid,2000+,Türk Lirası,41.000 - 45.000 TL
22.01.2023 21:47:57,Backend Developer,Senior,4-6 Yıl,Java / Spring,Türkiye,Hybrid,2000+,Türk Lirası,46.000 - 50.000 TL
22.01.2023 22:26:29,Backend Developer,Mid,4-6 Yıl,Java / Spring,Türkiye,Hybrid,2000+,Türk Lirası,46.000 - 50.000 TL
22.01.2023 20:51:32,Analist,Mid,4-6 Yıl,Uipath RPA,Türkiye,Remote,2000+,Türk Lirası,16.000 - 20.000 TL
22.01.2023 21:36:50,UI/UX Designer,Mid,4-6 Yıl,Figma,Türkiye,Remote,2000+,Türk Lirası,16.000 - 20.000 TL
23.01.2023 08:10:22,Frontend Developer,Senior,4-6 Yıl,Angular,Türkiye,Remote,2000+,Türk Lirası,16.000 - 20.000 TL
22.01.2023 19:13:03,Analist,Senior,4-6 Yıl,"Unreal, Figma, ",Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
22.01.2023 19:38:04,Mobile Developer,Mid,4-6 Yıl,Flutter,Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
22.01.2023 19:40:53,Sap sistem uzmanı,Mid,4-6 Yıl,Sap,Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
22.01.2023 21:52:01,Mobile Developer,Mid,4-6 Yıl,"Swift, Kotlin, Flutter",Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
22.01.2023 22:28:28,Fullstack SDET (Test Engineer),Senior,4-6 Yıl,"Javascript, Java / Spring, C# / .NET Framework",Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
23.01.2023 01:13:01,Fullstack Developer,Senior,4-6 Yıl,"React / NextJS, Javascript, Java / Spring",Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
23.01.2023 18:19:56,Fullstack Developer,Mid,4-6 Yıl,C# / .NET Framework,Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
22.01.2023 20:52:46,Data Scientist,Mid,4-6 Yıl,Python,Türkiye,Remote,2000+,Türk Lirası,26.000 - 30.000 TL
23.01.2023 00:42:52,Backend Developer,Senior,4-6 Yıl,"Angular, Vue, Javascript, Java / Spring",Türkiye,Remote,2000+,Türk Lirası,26.000 - 30.000 TL
22.01.2023 23:00:35,Mobile Developer,Mid,4-6 Yıl,Swift,Türkiye,Remote,2000+,Türk Lirası,31.000 - 35.000 TL
23.01.2023 01:41:28,Backend Developer,Senior,4-6 Yıl,Python,Türkiye,Remote,2000+,Türk Lirası,31.000 - 35.000 TL
23.01.2023 01:58:03,Mobile Developer,Senior,4-6 Yıl,"Java / Spring, C# / .NET Framework, Kotlin",Türkiye,Remote,2000+,Türk Lirası,36.000 - 40.000 TL
23.01.2023 09:52:04,Fullstack Developer,Mid,4-6 Yıl,"Javascript, Java / Spring",Türkiye,Remote,2000+,Türk Lirası,36.000 - 40.000 TL
23.01.2023 01:35:47,Frontend Developer,Mid,4-6 Yıl,"React / NextJS, Vue, NodeJS, Javascript",Türkiye,Remote,2000+,Türk Lirası,46.000 - 50.000 TL
22.01.2023 18:49:38,Architect / Mimar,Tanımsız,4-6 Yıl,"React / NextJS, NodeJS, Javascript, React Native",Türkiye,Remote,2000+,Türk Lirası,51.000 - 55.000 TL
22.01.2023 21:13:44,Backend Developer,Senior,4-6 Yıl,"NodeJS, C# / .NET Framework",Türkiye,Remote,2000+,Türk Lirası,51.000 - 55.000 TL
23.01.2023 01:32:16,Mobile Developer,Senior,4-6 Yıl,"Java / Spring, Kotlin",Türkiye,Remote,2000+,Türk Lirası,51.000 - 55.000 TL
23.01.2023 01:38:11,Backend Developer,Senior,4-6 Yıl,C# / .NET Framework,Türkiye,Remote,2000+,Türk Lirası,56.000 - 60.000 TL
23.01.2023 16:31:59,Fullstack Developer,Senior,4-6 Yıl,"React / NextJS, Javascript, Java / Spring, C# / .NET Framework",Türkiye,Remote,2000+,Türk Lirası,66.000 - 70.000 TL
23.01.2023 14:23:57,Qa,Senior,4-6 Yıl,Qa,Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,31.000 - 35.000 TL
22.01.2023 19:16:42,Analist,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Hybrid,2000+,Türk Lirası,26.000 - 30.000 TL
22.01.2023 19:51:40,Backend Developer,Senior,10+ Yıl,ABAP,Türkiye,Hybrid,2000+,Türk Lirası,26.000 - 30.000 TL
23.01.2023 10:42:51,Fullstack Developer,Senior,10+ Yıl,"React / NextJS, Vue, Java / Spring",Türkiye,Hybrid,2000+,Türk Lirası,46.000 - 50.000 TL
22.01.2023 20:39:32,Fullstack Developer,Senior,10+ Yıl,"React / NextJS, Angular, Vue, NodeJS, Javascript, Java / Spring, C# / .NET Framework, PHP / Laravel, React Native, Swift, Kotlin, Flutter, Ruby, C / C++, Unity, Unreal, Figma",Türkiye,Hybrid,2000+,Türk Lirası,5000 - 10.000 TL
22.01.2023 23:47:47,Takım lideri,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Hybrid,2000+,Türk Lirası,56.000 - 60.000 TL
22.01.2023 23:58:46,Fullstack Developer,Senior,10+ Yıl,"Angular, Javascript, Java / Spring",Türkiye,Hybrid,2000+,Türk Lirası,71.000 - 80.000 TL
23.01.2023 02:10:27,Architect / Mimar,Senior,10+ Yıl,Cloud,Türkiye,Hybrid,2000+,Türk Lirası,81.000 - 90.000 TL
23.01.2023 19:49:19,Analist,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Remote,2000+,Türk Lirası,21.000 - 25.000 TL
22.01.2023 21:24:31,Fullstack Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Remote,2000+,Türk Lirası,41.000 - 45.000 TL
24.01.2023 15:31:49,Backend Developer,Senior,10+ Yıl,Java / Spring,Türkiye,Remote,2000+,Türk Lirası,41.000 - 45.000 TL
23.01.2023 12:13:39,Fullstack Developer,Senior,10+ Yıl,"Angular, C# / .NET Framework",Türkiye,Remote,2000+,Türk Lirası,46.000 - 50.000 TL
22.01.2023 19:57:13,Backend Developer,Senior,10+ Yıl,Java / Spring,Türkiye,Remote,2000+,Türk Lirası,51.000 - 55.000 TL
22.01.2023 23:20:21,Tasarımcı,Senior,10+ Yıl,Figma,Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,16.000 - 20.000 TL
23.01.2023 16:26:40,Fullstack Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,16.000 - 20.000 TL
22.01.2023 20:43:00,Fullstack Developer,Senior,10+ Yıl,"Angular, C# / .NET Framework, Swift, Kotlin",Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,31.000 - 35.000 TL
22.01.2023 22:41:15,Backend Developer,Senior,10+ Yıl,"Angular, C# / .NET Framework",Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,36.000 - 40.000 TL
23.01.2023 09:04:04,Fullstack Developer,Senior,10+ Yıl,"Javascript, C# / .NET Framework",Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,36.000 - 40.000 TL
22.01.2023 23:12:50,Fullstack Developer,Senior,10+ Yıl,"Angular, Java / Spring, C# / .NET Framework",Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,41.000 - 45.000 TL
22.01.2023 18:51:35,Architect / Mimar,Senior,10+ Yıl,"React / NextJS, Angular, Vue, NodeJS, Javascript, Java / Spring, C# / .NET Framework, React Native, Flutter, C / C++",Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,51.000 - 55.000 TL
22.01.2023 21:33:39,Data Scientist,Junior,1-3 Yıl,"Python, Sql",Türkiye,Hybrid,2000+,Türk Lirası,11.000 - 15.000 TL
23.01.2023 01:25:04,Mobile Developer,Mid,1-3 Yıl,Kotlin,Türkiye,Hybrid,2000+,Türk Lirası,11.000 - 15.000 TL
22.01.2023 19:33:47,Fullstack Developer,Junior,1-3 Yıl,"React / NextJS, Java / Spring",Türkiye,Hybrid,2000+,Türk Lirası,16.000 - 20.000 TL
22.01.2023 20:40:11,Mobile Developer,Mid,1-3 Yıl,Kotlin,Türkiye,Hybrid,2000+,Türk Lirası,16.000 - 20.000 TL
22.01.2023 22:29:37,Fullstack Developer,Junior,1-3 Yıl,"React / NextJS, Javascript, Java / Spring",Türkiye,Hybrid,2000+,Türk Lirası,16.000 - 20.000 TL
22.01.2023 18:52:33,Fullstack Developer,Junior,1-3 Yıl,"Javascript, C# / .NET Framework",Türkiye,Hybrid,2000+,Türk Lirası,21.000 - 25.000 TL
22.01.2023 22:23:36,Data Analyst,Junior,1-3 Yıl,Python,Türkiye,Hybrid,2000+,Türk Lirası,21.000 - 25.000 TL
22.01.2023 23:58:08,Fullstack Developer,Junior,1-3 Yıl,"Javascript, C# / .NET Framework, C / C++",Türkiye,Hybrid,2000+,Türk Lirası,21.000 - 25.000 TL
23.01.2023 00:13:14,QA engineer,Mid,1-3 Yıl,Selenium,Türkiye,Hybrid,2000+,Türk Lirası,21.000 - 25.000 TL
23.01.2023 00:29:10,ML Engineer,Mid,1-3 Yıl,"Java / Spring, Python",Türkiye,Hybrid,2000+,Türk Lirası,21.000 - 25.000 TL
23.01.2023 01:18:51,Fullstack Developer,Mid,1-3 Yıl,"Vue, C# / .NET Framework",Türkiye,Hybrid,2000+,Türk Lirası,21.000 - 25.000 TL
23.01.2023 02:22:25,Analist,Junior,1-3 Yıl,"Angular, C# / .NET Framework, Figma",Türkiye,Hybrid,2000+,Türk Lirası,21.000 - 25.000 TL
23.01.2023 02:41:24,Qa,Mid,1-3 Yıl,"Java / Spring, Java, Selenium ",Türkiye,Hybrid,2000+,Türk Lirası,21.000 - 25.000 TL
24.01.2023 15:02:09,Test otomasyon uzmanı,Mid,1-3 Yıl,Java / Spring,Türkiye,Hybrid,2000+,Türk Lirası,21.000 - 25.000 TL
22.01.2023 20:21:25,Backend Developer,Junior,1-3 Yıl,Java / Spring,Türkiye,Hybrid,2000+,Türk Lirası,26.000 - 30.000 TL
22.01.2023 22:28:33,Fullstack Developer,Mid,1-3 Yıl,"React / NextJS, Angular, C# / .NET Framework",Türkiye,Hybrid,2000+,Türk Lirası,26.000 - 30.000 TL
23.01.2023 10:19:16,Backend Developer,Mid,1-3 Yıl,Go,Türkiye,Hybrid,2000+,Türk Lirası,26.000 - 30.000 TL
22.01.2023 19:33:09,Product manager,Tanımsız,1-3 Yıl,Figma,Türkiye,Hybrid,2000+,Türk Lirası,31.000 - 35.000 TL
22.01.2023 19:41:45,Tester,Junior,1-3 Yıl,Java / Spring,Türkiye,Hybrid,2000+,Türk Lirası,31.000 - 35.000 TL
23.01.2023 20:51:45,Data Analyst,Mid,1-3 Yıl,"SPSS,SQL, POWER BI",Türkiye,Hybrid,2000+,Türk Lirası,31.000 - 35.000 TL
22.01.2023 22:10:15,Fullstack Developer,Mid,1-3 Yıl,"React / NextJS, Vue, Java / Spring",Türkiye,Hybrid,2000+,Türk Lirası,36.000 - 40.000 TL
23.01.2023 21:02:39,P,Mid,1-3 Yıl,Jira,Türkiye,Hybrid,2000+,Türk Lirası,36.000 - 40.000 TL
24.01.2023 17:49:04,Data Scientist,Mid,1-3 Yıl,"Python, Spark, SQL",Türkiye,Hybrid,2000+,Türk Lirası,36.000 - 40.000 TL
